date,S,I,R,susceptible,infected,recovered,cases,forecast
2020-04-17,17937.91473111936,98031.55874714591,93249.54786581927,17493.021344084525,97021.0,94705.0,191726.0,191281.10661296517
2020-04-18,14410.282766634717,97273.01213635375,97535.72644109609,13275.021344084525,98134.0,97810.0,195944.0,194808.73857744984
2020-04-19,11605.232185883635,95840.59533767658,101773.19382052434,9009.021344084525,98771.0,101439.0,200210.0,197613.7891582009
2020-04-20,2136.296133876878,100938.80447988727,106143.92073032042,5041.0213440845255,100382.0,103796.0,204178.0,207082.7252102077
2020-04-21,391.8722292402535,98303.43554790928,110523.71356693504,830.0213440845255,100757.0,107632.0,208389.0,208827.14911484433
2020-04-22,76.25331427352991,94391.68074726588,114751.0872825451,-3804.9786559154745,101617.0,111407.0,213024.0,209142.76802981098
2020-04-23,15.877400810426403,90399.55214136209,118803.59180191191,,,,,209203.143943274
2020-04-24,3.534517428415287,86532.02137228913,122683.46545436686,,,,,209215.48682665598
2020-04-25,0.8391425582340706,82821.0805318864,126397.10166963979,,,,,209218.1822015262
2020-04-26,0.21190036075003793,79267.38381987289,129951.42562385081,,,,,209218.8094437237
2020-04-27,0.05676439300453719,75865.73619667278,133353.22838301866,,,,,209218.96457969144
2020-04-28,0.016090510993388794,72609.96051098713,136609.04474258627,,,,,209219.0052535734
2020-04-29,0.00481459796930339,69493.87940942516,139725.1371200612,,,,,209219.01652948637
2020-04-30,0.0015171841634858195,66511.51868670504,142707.50114019518,,,,,209219.0198269002
2020-05-01,0.0005023874912931377,63657.14521427909,145561.87562741782,,,,,209219.0208416969
2020-05-02,0.00017443672068341042,60925.26791086105,148293.75325878663,,,,,209219.0211696477
2020-05-03,6.33800281640499e-05,58310.63025108265,150908.3910296217,,,,,209219.02128070436
2020-05-04,2.4052198826778202e-05,55808.2009795633,153410.82034046887,,,,,209219.02132003216
2020-05-05,9.515020025329711e-06,53413.16466392311,155805.85667064623,,,,,209219.02133456935
2020-05-06,3.915551250830624e-06,51120.91249493878,158098.10884523005,,,,,209219.02134016884
2020-05-07,1.6739098513522056e-06,48927.03344615234,160291.9878962581,,,,,209219.02134241044
2020-05-08,7.431160879433742e-07,46827.305785570104,162391.71555777112,,,,,209219.0213433412
2020-05-09,3.414939876880911e-07,44817.68896804831,164401.33237569453,,,,,209219.02134374285
2020-05-10,3.136598807030635e-07,42894.31695984959,166324.70438392108,,,,,209219.02134377067
2020-05-11,2.891474247314041e-07,41053.48634367111,168165.5350001241,,,,,209219.0213437952
2020-05-12,2.674830042584441e-07,39291.65576406,169927.36557975685,,,,,209219.02134381686
2020-05-13,2.4827023002373585e-07,37605.43506771138,171613.5862761247,,,,,209219.0213438361
2020-05-14,2.3117535955666342e-07,35991.57906079034,173227.44228306285,,,,,209219.02134385318
2020-05-15,2.1591791013826066e-07,34446.98263698743,174772.038706881,,,,,209219.02134386843
2020-05-16,2.0226064417746163e-07,32968.673935064326,176250.34740881776,,,,,209219.02134388208
2020-05-17,1.8999846467295798e-07,31553.807236561846,177665.2141073325,,,,,209219.02134389433
2020-05-18,1.7895945688759904e-07,30199.66023199101,179019.3611119144,,,,,209219.0213439054
2020-05-19,1.689951438843957e-07,28903.627034438327,180315.39430947704,,,,,209219.02134391537
2020-05-20,1.5997848271582234e-07,27663.213736988553,181555.80760693582,,,,,209219.02134392437
2020-05-21,1.5179974908710745e-07,26476.033412516193,182742.98793141637,,,,,209219.02134393257
2020-05-22,1.4436378441103123e-07,25339.80147664197,183879.21986729803,,,,,209219.02134394
2020-05-23,1.375883704747783e-07,24252.331514229976,184966.6898297168,,,,,209219.02134394678
2020-05-24,1.3140184817915184e-07,23211.530923825267,186007.4904201277,,,,,209219.02134395298
2020-05-25,1.2574172945118323e-07,22215.396928686947,187003.62441527168,,,,,209219.02134395862
2020-05-26,1.2055254925819207e-07,21262.012269027604,187957.00907493618,,,,,209219.0213439638
2020-05-27,1.1578594413682564e-07,20349.54232242051,188869.47902154806,,,,,209219.02134396858
2020-05-28,1.1140060921490204e-07,19476.23151873471,189742.78982523823,,,,,209219.02134397294
2020-05-29,1.0736011073864773e-07,18640.399583085138,190578.62176089184,,,,,209219.021343977
2020-05-30,1.036303266632894e-07,17840.4377798707,191378.58356411,,,,,209219.0213439807
2020-05-31,1.0018150984466625e-07,17074.806577976487,192144.21476600767,,,,,209219.02134398418
2020-06-01,9.698826756502815e-08,16342.032822844269,192876.98852114307,,,,,209219.02134398735
2020-06-02,9.402766175424324e-08,15640.706477096846,193578.31486689346,,,,,209219.02134399032
2020-06-03,9.127877591241347e-08,14969.477893896907,194249.54345009616,,,,,209219.02134399305
2020-06-04,8.872310234102092e-08,14327.055402087119,194891.9659419085,,,,,209219.0213439956
2020-06-05,8.634415119809523e-08,13712.20278598409,195506.8185580139,,,,,209219.021343998
2020-06-06,8.412705648778342e-08,13123.736867225884,196095.28447677434,,,,,209219.0213440002
2020-06-07,8.20584514587654e-08,12560.525256492967,196658.49608750932,,,,,209219.02134400228
2020-06-08,8.01262783867206e-08,12021.484149685717,197197.53719431852,,,,,209219.02134400423
2020-06-09,7.83196489364954e-08,11505.576257198709,197713.44508680733,,,,,209219.02134400603
2020-06-10,7.662871086009315e-08,11011.80880175174,198207.212542256,,,,,209219.02134400772
2020-06-11,7.504454209660269e-08,10539.23161866771,198679.7897253416,,,,,209219.02134400932
2020-06-12,7.355902322793602e-08,10086.935296433636,199132.08604757715,,,,,209219.02134401078
2020-06-13,7.216479932982736e-08,9654.049487915714,199564.97185609647,,,,,209219.02134401217
2020-06-14,7.085518365213725e-08,9239.741210594591,199979.28013341888,,,,,209219.02134401348
2020-06-15,6.962402579001867e-08,8843.213159574381,200375.80818444034,,,,,209219.0213440147
2020-06-16,6.846574686016927e-08,8463.702312501384,200755.3190315145,,,,,209219.02134401587
2020-06-17,6.737523057312336e-08,8100.478365533267,201118.54297848372,,,,,209219.02134401698
2020-06-18,6.63477791214731e-08,7752.842337459636,201466.17900655835,,,,,209219.021344018
2020-06-19,6.537910502376006e-08,7420.125296377329,201798.89604764164,,,,,209219.02134401895
2020-06-20,6.446524927444449e-08,7101.686965101084,202117.33437891878,,,,,209219.02134401986
2020-06-21,6.360257521338276e-08,6796.914563280831,202422.1067807399,,,,,209219.02134402073
